Source,Target,Type,Label,Weight
ART_48,AUT_Романюта,Directed,cites,1
ART_48,AUT_Сырицына,Directed,cites,1
ART_48,AUT_Азимов,Directed,cites,1
ART_50,AUT_Моргун,Directed,cites,1
ART_50,AUT_Ткачева,Directed,cites,1
ART_50,AUT_Подгорный,Directed,cites,1
ART_50,AUT_Касумова,Directed,cites,1
ART_50,AUT_Магомедова,Directed,cites,1
ART_50,AUT_Кайси,Directed,cites,1
ART_50,AUT_Лисовенко,Directed,cites,1
ART_50,AUT_Ковтун,Directed,cites,1
ART_50,AUT_Эхаева,Directed,cites,1
ART_50,AUT_Архангельская,Directed,cites,1
ART_50,AUT_Азимов,Directed,cites,1
ART_50,AUT_Леонтович,Directed,cites,1
ART_50,AUT_Сидорова,Directed,cites,1
ART_50,AUT_Позднякова,Directed,cites,1
ART_50,AUT_Казикин,Directed,cites,1
ART_50,AUT_Ромашина,Directed,cites,1
ART_50,AUT_Яковлева,Directed,cites,1
ART_50,AUT_Антропова,Directed,cites,1
ART_50,AUT_Игнатьева,Directed,cites,1
ART_50,AUT_Лешер,Directed,cites,1
ART_50,AUT_Давыдова,Directed,cites,1
ART_50,AUT_Щукин,Directed,cites,1
ART_50,AUT_Кузнецова,Directed,cites,1
ART_50,AUT_Джегистаева,Directed,cites,1
ART_50,AUT_Толкачева,Directed,cites,1
ART_50,AUT_Гладков,Directed,cites,1
ART_50,AUT_Алексюк,Directed,cites,1
ART_50,AUT_Михайлова,Directed,cites,1
ART_50,AUT_Аксенова,Directed,cites,1
ART_50,AUT_Авраменко,Directed,cites,1
ART_50,AUT_Патрушева,Directed,cites,1
ART_51,AUT_Ван,Directed,cites,1
ART_51,AUT_Дунаева,Directed,cites,1
ART_51,AUT_Богомолов,Directed,cites,1
ART_51,AUT_Лебедева,Directed,cites,1
ART_51,AUT_Лапошина,Directed,cites,1
ART_51,AUT_Сысоев,Directed,cites,1
ART_51,AUT_Ивкина,Directed,cites,1
ART_51,AUT_Биккулова,Directed,cites,1
ART_52,AUT_Панюкова,Directed,cites,1
ART_52,AUT_Куликова,Directed,cites,1
ART_52,AUT_Гафаров,Directed,cites,1
ART_52,AUT_Кошеварова,Directed,cites,1
ART_52,AUT_Немыка,Directed,cites,1
ART_52,AUT_Китаева,Directed,cites,1
ART_52,AUT_Соменков,Directed,cites,1
ART_52,AUT_Галиева,Directed,cites,1
ART_52,AUT_Веснина,Directed,cites,1
ART_54,AUT_Шимкович,Directed,cites,1
ART_54,AUT_Певницкая,Directed,cites,1
ART_54,AUT_Галиагберова,Directed,cites,1
ART_54,AUT_Провоторова,Directed,cites,1
ART_54,AUT_Титова,Directed,cites,1
ART_54,AUT_Исмаилова,Directed,cites,1
ART_54,AUT_Махмутова,Directed,cites,1
ART_54,AUT_Копылова,Directed,cites,1
ART_54,AUT_Теплов,Directed,cites,1
ART_54,AUT_Михеева,Directed,cites,1
ART_54,AUT_Галкина,Directed,cites,1
ART_54,AUT_Матухин,Directed,cites,1
ART_54,AUT_Руженцева,Directed,cites,1
ART_54,AUT_Пирогова,Directed,cites,1
ART_54,AUT_Грачева,Directed,cites,1
ART_54,AUT_Лобеева,Directed,cites,1
ART_54,AUT_Грачёва,Directed,cites,1
ART_54,AUT_Петрова,Directed,cites,1
ART_55,AUT_Амиров,Directed,cites,1
ART_55,AUT_Коровникова,Directed,cites,1
ART_55,AUT_Гусева,Directed,cites,1
ART_55,AUT_Козловцева,Directed,cites,1
ART_55,AUT_Околелов,Directed,cites,1
ART_55,AUT_Ельникова,Directed,cites,1
ART_55,AUT_Билалова,Directed,cites,1
ART_55,AUT_Лутовинова,Directed,cites,1
ART_56,AUT_Панюкова,Directed,cites,1
ART_56,AUT_Куликова,Directed,cites,1
ART_56,AUT_Гафаров,Directed,cites,1
ART_56,AUT_Кошеварова,Directed,cites,1
ART_56,AUT_Немыка,Directed,cites,1
ART_56,AUT_Китаева,Directed,cites,1
ART_56,AUT_Соменков,Directed,cites,1
ART_56,AUT_Галиева,Directed,cites,1
ART_56,AUT_Веснина,Directed,cites,1
ART_57,AUT_Исламов,Directed,cites,1
ART_57,AUT_Толстель,Directed,cites,1
ART_58,AUT_Сорокин,Directed,cites,1
ART_58,AUT_Адельшина,Directed,cites,1
ART_58,AUT_Хмаренко,Directed,cites,1
ART_58,AUT_Коренев,Directed,cites,1
ART_58,AUT_Сысоев,Directed,cites,1
ART_58,AUT_Ершова,Directed,cites,1
ART_58,AUT_Филатов,Directed,cites,1
ART_58,AUT_Ляшенко,Directed,cites,1
ART_59,AUT_Моргун,Directed,cites,1
ART_59,AUT_Костомаров,Directed,cites,1
ART_59,AUT_Верещагин,Directed,cites,1
ART_59,AUT_Сидорова,Directed,cites,1
ART_59,AUT_Петрова,Directed,cites,1
ART_59,AUT_Игнатьева,Directed,cites,1
ART_59,AUT_Кулибина,Directed,cites,1
ART_59,AUT_Шевченко,Directed,cites,1
ART_59,AUT_Давыдова,Directed,cites,1
ART_59,AUT_Кайси,Directed,cites,1
ART_59,AUT_Лютова,Directed,cites,1
ART_59,AUT_Рублёва,Directed,cites,1
ART_59,AUT_Козлоцева,Directed,cites,1
ART_59,AUT_Гладков,Directed,cites,1
ART_59,AUT_Ковтун,Directed,cites,1
ART_59,AUT_Архангельская,Directed,cites,1
ART_59,AUT_Авраменко,Directed,cites,1
ART_59,AUT_Писарь,Directed,cites,1
ART_60,AUT_Сидорова,Directed,cites,1
ART_60,AUT_Пашенцев,Directed,cites,1
ART_60,AUT_Игнатьева,Directed,cites,1
ART_60,AUT_Колбина,Directed,cites,1
ART_60,AUT_Матюхин,Directed,cites,1
ART_60,AUT_Рублёва,Directed,cites,1
ART_60,AUT_Гладков,Directed,cites,1
ART_60,AUT_Ковтун,Directed,cites,1
ART_60,AUT_Поляков,Directed,cites,1
ART_61,AUT_Асанова,Directed,cites,1
ART_61,AUT_Усенова,Directed,cites,1
ART_61,AUT_Садыкова,Directed,cites,1
ART_61,AUT_Шмидт,Directed,cites,1
ART_61,AUT_Петрова,Directed,cites,1
ART_61,AUT_Бондаренко,Directed,cites,1
ART_61,AUT_Иванова,Directed,cites,1
ART_61,AUT_Жалилова,Directed,cites,1
ART_61,AUT_Аманова,Directed,cites,1
ART_63,AUT_Белаш,Directed,cites,1
ART_63,AUT_Павлов,Directed,cites,1
ART_63,AUT_Никишкина,Directed,cites,1
ART_63,AUT_Массалова,Directed,cites,1
ART_63,AUT_Токторбаев,Directed,cites,1
ART_63,AUT_Крючкова,Directed,cites,1
ART_63,AUT_Таланова,Directed,cites,1
ART_63,AUT_Мощинская,Directed,cites,1
ART_63,AUT_Дзюба,Directed,cites,1
ART_63,AUT_Холодкова,Directed,cites,1
ART_63,AUT_Ларин,Directed,cites,1
ART_63,AUT_Кашлев,Directed,cites,1
ART_63,AUT_Писарь,Directed,cites,1
ART_67,AUT_Пиксендеева,Directed,cites,1
ART_67,AUT_Егорова,Directed,cites,1
ART_67,AUT_Одегова,Directed,cites,1
ART_67,AUT_Коноваленко,Directed,cites,1
ART_67,AUT_Осокина,Directed,cites,1
ART_67,AUT_Фирсова,Directed,cites,1
ART_67,AUT_Бабина,Directed,cites,1
ART_67,AUT_Нгома,Directed,cites,1
ART_67,AUT_Максимова,Directed,cites,1
ART_67,AUT_Ястребова,Directed,cites,1
ART_67,AUT_Азимов,Directed,cites,1
ART_67,AUT_Кузовлева,Directed,cites,1
ART_67,AUT_Тынник,Directed,cites,1
ART_67,AUT_Богачева,Directed,cites,1
ART_67,AUT_Пассов,Directed,cites,1
ART_67,AUT_Самчик,Directed,cites,1
ART_67,AUT_Стаканова,Directed,cites,1
ART_67,AUT_Щукин,Directed,cites,1
ART_67,AUT_Федотова,Directed,cites,1
ART_67,AUT_Никитина,Directed,cites,1
ART_67,AUT_Холод,Directed,cites,1
ART_67,AUT_Шилова,Directed,cites,1
ART_68,AUT_Дунаева,Directed,cites,1
ART_68,AUT_Ван,Directed,cites,1
ART_68,AUT_Богомолов,Directed,cites,1
ART_68,AUT_Лебедева,Directed,cites,1
ART_68,AUT_Сысоев,Directed,cites,1
ART_68,AUT_Биккулова,Directed,cites,1
ART_68,AUT_Ивкина,Directed,cites,1
ART_68,AUT_Лапошина,Directed,cites,1
ART_69,AUT_Московкин,Directed,cites,1
ART_69,AUT_Караулов,Directed,cites,1
ART_69,AUT_Полякова,Directed,cites,1
ART_69,AUT_Ружицкий,Directed,cites,1
ART_69,AUT_Черепанова,Directed,cites,1
ART_69,AUT_Александрова,Directed,cites,1
ART_69,AUT_Власов,Directed,cites,1
ART_69,AUT_Москвичева,Directed,cites,1
ART_69,AUT_Недосека,Directed,cites,1
ART_69,AUT_Внуковская,Directed,cites,1
ART_69,AUT_Резникова,Directed,cites,1
ART_69,AUT_Хабарова,Directed,cites,1
ART_69,AUT_Шерина,Directed,cites,1
ART_69,AUT_Воркачев,Directed,cites,1
ART_69,AUT_Уайт,Directed,cites,1
ART_69,AUT_Абрамова,Directed,cites,1
ART_69,AUT_Федорович,Directed,cites,1
ART_69,AUT_Черкасова,Directed,cites,1
ART_69,AUT_Кононенко,Directed,cites,1
ART_69,AUT_Бохонная,Directed,cites,1
ART_69,AUT_Должикова,Directed,cites,1
ART_69,AUT_Потёмкина,Directed,cites,1
ART_69,AUT_Бруффартс,Directed,cites,1
ART_69,AUT_Рутер,Directed,cites,1
ART_69,AUT_Михайлова,Directed,cites,1
ART_69,AUT_Антонова,Directed,cites,1
ART_70,AUT_Дунаева,Directed,cites,1
ART_70,AUT_Пиков,Directed,cites,1
ART_70,AUT_Васильева,Directed,cites,1
ART_70,AUT_Аврааменко,Directed,cites,1
ART_70,AUT_Игнатович,Directed,cites,1
ART_70,AUT_Харламенко,Directed,cites,1
ART_70,AUT_Морозова,Directed,cites,1
ART_70,AUT_Мушенко,Directed,cites,1
ART_70,AUT_Боженкова,Directed,cites,1
ART_70,AUT_Обвинцева,Directed,cites,1
ART_70,AUT_Будников,Directed,cites,1
ART_70,AUT_Рублева,Directed,cites,1
ART_70,AUT_Дзюба,Directed,cites,1
ART_70,AUT_Ковалева,Directed,cites,1
ART_70,AUT_Сорокин,Directed,cites,1
ART_70,AUT_Бубнова,Directed,cites,1
ART_70,AUT_Азимов,Directed,cites,1
ART_70,AUT_Ван,Directed,cites,1
ART_70,AUT_Трубчанинова,Directed,cites,1
ART_70,AUT_Еремина,Directed,cites,1
ART_70,AUT_Лавриненко,Directed,cites,1
ART_70,AUT_Кулибина,Directed,cites,1
ART_70,AUT_Сысоев,Directed,cites,1
ART_70,AUT_Богомаз,Directed,cites,1
ART_70,AUT_Вязовская,Directed,cites,1
ART_70,AUT_Данилевская,Directed,cites,1
ART_70,AUT_Платонова,Directed,cites,1
ART_70,AUT_Анастасова,Directed,cites,1
ART_70,AUT_Бахарлу,Directed,cites,1
ART_70,AUT_Мурашкина,Directed,cites,1
ART_70,AUT_Костюкова,Directed,cites,1
ART_70,AUT_Веснина,Directed,cites,1
ART_70,AUT_Филатов,Directed,cites,1
ART_71,AUT_Крутецкий,Directed,cites,1
ART_71,AUT_Петросян,Directed,cites,1
ART_71,AUT_Денисенко,Directed,cites,1
ART_71,AUT_Леонтьев,Directed,cites,1
ART_71,AUT_Линник,Directed,cites,1
ART_71,AUT_Торунова,Directed,cites,1
ART_71,AUT_Гальперин,Directed,cites,1
ART_71,AUT_Антипова,Directed,cites,1
ART_71,AUT_Березняцкая,Directed,cites,1
ART_71,AUT_Ячина,Directed,cites,1
ART_71,AUT_Бароненко,Directed,cites,1
ART_71,AUT_Коваленко,Directed,cites,1
ART_71,AUT_Калинина,Directed,cites,1
ART_72,AUT_Круглова,Directed,cites,1
ART_72,AUT_Ивкина,Directed,cites,1
ART_72,AUT_Биккулова,Directed,cites,1
ART_72,AUT_Бабаян,Directed,cites,1
ART_72,AUT_Щукин,Directed,cites,1
ART_72,AUT_Кадеева,Directed,cites,1
ART_72,AUT_Омарова,Directed,cites,1
ART_72,AUT_Гайдаш,Directed,cites,1
ART_72,AUT_Романюта,Directed,cites,1
ART_72,AUT_Сырицына,Directed,cites,1
ART_72,AUT_Азимов,Directed,cites,1
ART_73,AUT_Ван,Directed,cites,1
ART_73,AUT_Дунаева,Directed,cites,1
ART_73,AUT_Богомолов,Directed,cites,1
ART_73,AUT_Лебедева,Directed,cites,1
ART_73,AUT_Лапошина,Directed,cites,1
ART_73,AUT_Сысоев,Directed,cites,1
ART_73,AUT_Ивкина,Directed,cites,1
ART_73,AUT_Биккулова,Directed,cites,1
ART_75,AUT_Моргун,Directed,cites,1
ART_75,AUT_Шобонов,Directed,cites,1
ART_75,AUT_Булаева,Directed,cites,1
ART_75,AUT_Зиновьева,Directed,cites,1
ART_75,AUT_Гущин,Directed,cites,1
ART_75,AUT_Ивахненко,Directed,cites,1
ART_75,AUT_Канатьев,Directed,cites,1
ART_75,AUT_Кайси,Directed,cites,1
ART_75,AUT_Дзялошинский,Directed,cites,1
ART_75,AUT_Захарченко,Directed,cites,1
ART_75,AUT_Архангельская,Directed,cites,1
ART_75,AUT_Филатова,Directed,cites,1
ART_75,AUT_Никольский,Directed,cites,1
ART_77,AUT_Круглова,Directed,cites,1
ART_77,AUT_Ивкина,Directed,cites,1
ART_77,AUT_Биккулова,Directed,cites,1
ART_77,AUT_Бабаян,Directed,cites,1
ART_77,AUT_Щукин,Directed,cites,1
ART_77,AUT_Кадеева,Directed,cites,1
ART_77,AUT_Омарова,Directed,cites,1
ART_77,AUT_Гайдаш,Directed,cites,1
ART_77,AUT_Романюта,Directed,cites,1
ART_77,AUT_Сырицына,Directed,cites,1
ART_77,AUT_Азимов,Directed,cites,1
ART_78,AUT_Гулегина,Directed,cites,1
ART_78,AUT_Седых,Directed,cites,1
ART_78,AUT_Чеснокова,Directed,cites,1
ART_78,AUT_Исмаилова,Directed,cites,1
ART_78,AUT_Курбанова,Directed,cites,1
ART_78,AUT_Власова,Directed,cites,1
ART_78,AUT_Трофимова,Directed,cites,1
ART_78,AUT_Осипова,Directed,cites,1
ART_78,AUT_Бачурина,Directed,cites,1
ART_78,AUT_Максимова,Directed,cites,1
ART_78,AUT_Белаш,Directed,cites,1
ART_78,AUT_Судакова,Directed,cites,1
ART_78,AUT_Чернышенко,Directed,cites,1
ART_78,AUT_Никишкина,Directed,cites,1
ART_78,AUT_Саяпин,Directed,cites,1
ART_78,AUT_Руденко,Directed,cites,1
ART_78,AUT_Голодков,Directed,cites,1
ART_78,AUT_Карелин,Directed,cites,1
ART_78,AUT_Никитина,Directed,cites,1
ART_78,AUT_Нелюбин,Directed,cites,1
ART_78,AUT_Ларин,Directed,cites,1
ART_78,AUT_Корякова,Directed,cites,1
ART_78,AUT_Савастенко,Directed,cites,1
ART_78,AUT_Шилова,Directed,cites,1
ART_81,AUT_Есионова,Directed,cites,1
ART_82,AUT_Воронович,Directed,cites,1
ART_82,AUT_Аристова,Directed,cites,1
ART_82,AUT_Ведикер,Directed,cites,1
ART_82,AUT_Безносюк,Directed,cites,1
ART_84,AUT_Хабибуллин,Directed,cites,1
ART_84,AUT_Тьюринг,Directed,cites,1
ART_84,AUT_Писарь,Directed,cites,1
ART_85,AUT_Еремина,Directed,cites,1
ART_85,AUT_Сысоев,Directed,cites,1
ART_85,AUT_Дзюба,Directed,cites,1
ART_85,AUT_Мушенко,Directed,cites,1
ART_85,AUT_Филатов,Directed,cites,1
ART_86,AUT_Донина,Directed,cites,1
ART_86,AUT_Рафаэльян,Directed,cites,1
ART_86,AUT_Мартынова,Directed,cites,1
ART_87,AUT_Шобонов,Directed,cites,1
ART_87,AUT_Зиновьева,Directed,cites,1
ART_87,AUT_Булаева,Directed,cites,1
ART_87,AUT_Патрушева,Directed,cites,1
ART_89,AUT_Ткачева,Directed,cites,1
ART_89,AUT_Антохина,Directed,cites,1
ART_89,AUT_Гафурова,Directed,cites,1
ART_89,AUT_Исламов,Directed,cites,1
ART_89,AUT_Оводенко,Directed,cites,1
ART_89,AUT_Фурс,Directed,cites,1
ART_89,AUT_Горяинова,Directed,cites,1
ART_89,AUT_Кузнецова,Directed,cites,1
ART_89,AUT_Паскова,Directed,cites,1
ART_89,AUT_Мартынова,Directed,cites,1
ART_89,AUT_Терехова,Directed,cites,1
ART_89,AUT_Толкачева,Directed,cites,1
ART_89,AUT_Михайлова,Directed,cites,1
ART_89,AUT_Аксенова,Directed,cites,1
ART_89,AUT_Кричевский,Directed,cites,1
ART_90,AUT_Дзюба,Directed,cites,1
ART_90,AUT_Ельникова,Directed,cites,1
ART_90,AUT_Воронцова,Directed,cites,1
ART_90,AUT_Сысоев,Directed,cites,1
ART_91,AUT_Бахтин,Directed,cites,1
ART_91,AUT_Чернова,Directed,cites,1
ART_91,AUT_Байтерякова,Directed,cites,1
ART_92,AUT_Моргун,Directed,cites,1
ART_92,AUT_Ратников,Directed,cites,1
ART_92,AUT_Чафонова,Directed,cites,1
ART_92,AUT_Кайси,Directed,cites,1
ART_92,AUT_Нефедов,Directed,cites,1
ART_92,AUT_Патрушева,Directed,cites,1
ART_92,AUT_Архангельская,Directed,cites,1
ART_92,AUT_Огрызко,Directed,cites,1
ART_93,AUT_Новоселов,Directed,cites,1
ART_93,AUT_Лерхер,Directed,cites,1
ART_94,AUT_Пикалова,Directed,cites,1
ART_94,AUT_Трофимова,Directed,cites,1
ART_94,AUT_Максименко,Directed,cites,1
ART_94,AUT_Бутина,Directed,cites,1
ART_94,AUT_Швецова,Directed,cites,1
ART_95,AUT_Бад,Directed,cites,1
ART_95,AUT_Керр,Directed,cites,1
ART_95,AUT_Дилшодбеков,Directed,cites,1
ART_95,AUT_Попеничи,Directed,cites,1
ART_95,AUT_Ахмад,Directed,cites,1
ART_96,AUT_Седова,Directed,cites,1
ART_96,AUT_Шувалов,Directed,cites,1
ART_97,AUT_Михеева,Directed,cites,1
ART_97,AUT_Чопорова,Directed,cites,1
ART_97,AUT_Серостанова,Directed,cites,1
ART_97,AUT_Данилова,Directed,cites,1
ART_97,AUT_Бурлакова,Directed,cites,1
ART_99,AUT_Попов,Directed,cites,1
ART_99,AUT_Видова,Directed,cites,1
ART_99,AUT_Платонов,Directed,cites,1
ART_102,AUT_Гребенникова,Directed,cites,1
ART_102,AUT_Романова,Directed,cites,1
ART_102,AUT_Никитина,Directed,cites,1
ART_103,AUT_Моргун,Directed,cites,1
ART_103,AUT_Кайси,Directed,cites,1
ART_103,AUT_Терехова,Directed,cites,1
ART_103,AUT_Горяинова,Directed,cites,1
ART_103,AUT_Архангельская,Directed,cites,1
ART_104,AUT_Попова,Directed,cites,1
ART_104,AUT_Булаева,Directed,cites,1
ART_104,AUT_Горяинова,Directed,cites,1
ART_104,AUT_Зиновьева,Directed,cites,1
ART_104,AUT_Гущин,Directed,cites,1
ART_104,AUT_Пожидаева,Directed,cites,1
ART_104,AUT_Шабонов,Directed,cites,1
ART_104,AUT_Канатьев,Directed,cites,1
ART_104,AUT_Терехова,Directed,cites,1
ART_104,AUT_Беликова,Directed,cites,1
ART_104,AUT_Филатова,Directed,cites,1
ART_104,AUT_Королева,Directed,cites,1
ART_106,AUT_Котенко,Directed,cites,1
ART_106,AUT_Костюкович,Directed,cites,1
ART_106,AUT_Шефиева,Directed,cites,1
ART_106,AUT_Исаева,Directed,cites,1
ART_106,AUT_Луценко,Directed,cites,1
ART_106,AUT_Борисов,Directed,cites,1
ART_107,AUT_Гафурова,Directed,cites,1
ART_107,AUT_Козловцева,Directed,cites,1
ART_107,AUT_Писарь,Directed,cites,1
ART_107,AUT_Степаненко,Directed,cites,1
ART_107,AUT_Нахабина,Directed,cites,1
ART_107,AUT_Сергеева,Directed,cites,1
ART_107,AUT_Кольовска,Directed,cites,1
ART_107,AUT_Андрюшина,Directed,cites,1
ART_107,AUT_Козлова,Directed,cites,1
ART_108,AUT_Писарь,Directed,cites,1
ART_110,AUT_Жуковская,Directed,cites,1
ART_110,AUT_Ганиев,Directed,cites,1
ART_110,AUT_Доронина,Directed,cites,1
ART_110,AUT_Годизова,Directed,cites,1
ART_110,AUT_Носикова,Directed,cites,1
ART_110,AUT_Кузнецова,Directed,cites,1
ART_110,AUT_Абрамова,Directed,cites,1
ART_113,AUT_Андреева,Directed,cites,1
ART_113,AUT_Веселовская,Directed,cites,1
ART_113,AUT_Дмитриева,Directed,cites,1
ART_113,AUT_Щукина,Directed,cites,1
ART_113,AUT_Янгарбер,Directed,cites,1
ART_113,AUT_Купрещенко,Directed,cites,1
ART_113,AUT_Кравченко,Directed,cites,1
ART_113,AUT_Родионова,Directed,cites,1
ART_113,AUT_Матрусова,Directed,cites,1
ART_113,AUT_Жуэ,Directed,cites,1
ART_113,AUT_Труханова,Directed,cites,1
ART_113,AUT_Катинская,Directed,cites,1
ART_113,AUT_Аббакумов,Directed,cites,1
ART_113,AUT_Золотых,Directed,cites,1
ART_113,AUT_Антипова,Directed,cites,1
ART_113,AUT_Скворцова,Directed,cites,1
ART_113,AUT_Попова,Directed,cites,1
ART_113,AUT_Денисенко,Directed,cites,1
ART_113,AUT_Колосова,Directed,cites,1
ART_113,AUT_Куваева,Directed,cites,1
ART_113,AUT_Рождественская,Directed,cites,1
ART_113,AUT_Ярмахов,Directed,cites,1
ART_113,AUT_Веселова,Directed,cites,1
ART_113,AUT_Каляева,Directed,cites,1
ART_113,AUT_Блескина,Directed,cites,1
ART_113,AUT_Обухова,Directed,cites,1
ART_113,AUT_Лебедева,Directed,cites,1
ART_113,AUT_Анциферова,Directed,cites,1
ART_113,AUT_Лапошина,Directed,cites,1
ART_113,AUT_Землякова,Directed,cites,1
ART_113,AUT_Кривенко,Directed,cites,1
ART_114,AUT_Гуськова,Directed,cites,1
ART_114,AUT_Гнатышкина,Directed,cites,1
ART_114,AUT_Саламатов,Directed,cites,1
ART_115,AUT_Попова,Directed,cites,1
ART_115,AUT_Терехова,Directed,cites,1
ART_115,AUT_Горяинова,Directed,cites,1
ART_115,AUT_Беликова,Directed,cites,1
ART_115,AUT_Королева,Directed,cites,1
ART_116,AUT_Шобонов,Directed,cites,1
ART_116,AUT_Моргун,Directed,cites,1
ART_116,AUT_Булаева,Directed,cites,1
ART_116,AUT_Зиновьева,Directed,cites,1
ART_116,AUT_Гущин,Directed,cites,1
ART_116,AUT_Канатьев,Directed,cites,1
ART_116,AUT_Семенова,Directed,cites,1
ART_116,AUT_Кайси,Directed,cites,1
ART_116,AUT_Архангельская,Directed,cites,1
ART_116,AUT_Филатова,Directed,cites,1
ART_117,AUT_Дунаева,Directed,cites,1
ART_117,AUT_Богомолов,Directed,cites,1
ART_117,AUT_Крюкова,Directed,cites,1
ART_120,AUT_Ткачева,Directed,cites,1
ART_120,AUT_Усольцева,Directed,cites,1
ART_120,AUT_Аксенова,Directed,cites,1
ART_120,AUT_Кузнецова,Directed,cites,1
