Id,Label,Type,Authors
AUT_Федорович,Федорович,Author,
AUT_Хайитматов,Хайитматов,Author,
AUT_Казикин,Казикин,Author,
AUT_Жижикова,Жижикова,Author,
AUT_Ткачева Р.А.,Ткачева Р.А.,Author,
AUT_Моргунова,Моргунова,Author,
AUT_Евсеева,Евсеева,Author,
AUT_Аннатаганова О.,Аннатаганова О.,Author,
AUT_Рядовых,Рядовых,Author,
AUT_Михайлюк,Михайлюк,Author,
AUT_Лапошина,Лапошина,Author,
AUT_Черкезова С.,Черкезова С.,Author,
AUT_Дороничев,Дороничев,Author,
AUT_Божьева,Божьева,Author,
AUT_Баохун,Баохун,Author,
AUT_Гарцов,Гарцов,Author,
AUT_Лузина,Лузина,Author,
AUT_Гальскова,Гальскова,Author,
AUT_Сойлен,Сойлен,Author,
AUT_Можеевская А.Е.,Можеевская А.Е.,Author,
AUT_Власов,Власов,Author,
AUT_Будников,Будников,Author,
AUT_Белоусенко,Белоусенко,Author,
AUT_Кожухова,Кожухова,Author,
AUT_Кубрякова,Кубрякова,Author,
AUT_Ван,Ван,Author,
AUT_Воробьева,Воробьева,Author,
AUT_Гафурова,Гафурова,Author,
AUT_Болл,Болл,Author,
AUT_Годизова,Годизова,Author,
AUT_Легостаева,Легостаева,Author,
AUT_Кашпирева,Кашпирева,Author,
AUT_Лерхер,Лерхер,Author,
AUT_Овсий,Овсий,Author,
AUT_Гурова,Гурова,Author,
AUT_Козловцева Н.А.,Козловцева Н.А.,Author,
AUT_Веселова,Веселова,Author,
AUT_Матюшок,Матюшок,Author,
AUT_Лебедева,Лебедева,Author,
AUT_Пирогова,Пирогова,Author,
AUT_Караваев,Караваев,Author,
AUT_Карелин,Карелин,Author,
AUT_Амелина,Амелина,Author,
AUT_Жиндаева,Жиндаева,Author,
AUT_Хабибуллин,Хабибуллин,Author,
AUT_Шувалов,Шувалов,Author,
AUT_Карасик,Карасик,Author,
AUT_Прощенко А.Ю.,Прощенко А.Ю.,Author,
AUT_Джурабоев,Джурабоев,Author,
AUT_Петрова М.Г.,Петрова М.Г.,Author,
AUT_Луценко,Луценко,Author,
AUT_Юй Ч.,Юй Ч.,Author,
AUT_Форд,Форд,Author,
AUT_Тьюринг,Тьюринг,Author,
AUT_Пустовойт,Пустовойт,Author,
AUT_Архангельская,Архангельская,Author,
AUT_Внуковская,Внуковская,Author,
AUT_Копылова,Копылова,Author,
AUT_Тупикова М.В.,Тупикова М.В.,Author,
AUT_Холенко О.Е.,Холенко О.Е.,Author,
AUT_Голомидова,Голомидова,Author,
AUT_Самчик,Самчик,Author,
AUT_Умурзакова К.,Умурзакова К.,Author,
AUT_Биккулова,Биккулова,Author,
AUT_Коротышев,Коротышев,Author,
AUT_Токторбаев,Токторбаев,Author,
AUT_Дроздова,Дроздова,Author,
AUT_Зорина,Зорина,Author,
AUT_Коровникова,Коровникова,Author,
AUT_Грачева,Грачева,Author,
AUT_Гальперин,Гальперин,Author,
AUT_Сысоева,Сысоева,Author,
AUT_Добрикова,Добрикова,Author,
AUT_Доненко,Доненко,Author,
AUT_Рафаэльян В.А.,Рафаэльян В.А.,Author,
AUT_Гущин,Гущин,Author,
AUT_Воробьева Н.А.,Воробьева Н.А.,Author,
AUT_Головко Н.В.,Головко Н.В.,Author,
AUT_Евдокимова,Евдокимова,Author,
AUT_Тоцкая,Тоцкая,Author,
AUT_Коковина,Коковина,Author,
AUT_Темиргалеева М.М.,Темиргалеева М.М.,Author,
AUT_Филатова,Филатова,Author,
AUT_Котельникова,Котельникова,Author,
AUT_Якобсон,Якобсон,Author,
AUT_Позднякова,Позднякова,Author,
AUT_Пассов,Пассов,Author,
AUT_Федосенко Е.,Федосенко Е.,Author,
AUT_Хоанг Т.Х.,Хоанг Т.Х.,Author,
AUT_Зализняк,Зализняк,Author,
AUT_Боровская,Боровская,Author,
AUT_Кочесокова,Кочесокова,Author,
AUT_Ярмахов,Ярмахов,Author,
AUT_Руженцева,Руженцева,Author,
AUT_Руденко,Руденко,Author,
AUT_Чжан,Чжан,Author,
AUT_Жильцов,Жильцов,Author,
AUT_Бруффартс,Бруффартс,Author,
AUT_Матвеева,Матвеева,Author,
AUT_Холод,Холод,Author,
AUT_Гез,Гез,Author,
AUT_Патрушева,Патрушева,Author,
AUT_Аверкин,Аверкин,Author,
AUT_Подгорный,Подгорный,Author,
AUT_Колесников,Колесников,Author,
AUT_Линник,Линник,Author,
AUT_Исмаилова Х.Э.,Исмаилова Х.Э.,Author,
AUT_Цзян,Цзян,Author,
AUT_Исаева Л.Р.,Исаева Л.Р.,Author,
AUT_Леонова,Леонова,Author,
AUT_Кузьмин,Кузьмин,Author,
AUT_Добренко,Добренко,Author,
AUT_Заболотнева,Заболотнева,Author,
AUT_Исаева,Исаева,Author,
AUT_Михайлова Н.Д.,Михайлова Н.Д.,Author,
AUT_Ястребова,Ястребова,Author,
AUT_Михеева,Михеева,Author,
AUT_Толкачева Н.Н.,Толкачева Н.Н.,Author,
AUT_Плотникова,Плотникова,Author,
AUT_Усова В.А.,Усова В.А.,Author,
AUT_Тогумбетова Ж.,Тогумбетова Ж.,Author,
AUT_Шабонов,Шабонов,Author,
AUT_Давыдова,Давыдова,Author,
AUT_Шермухамедов,Шермухамедов,Author,
AUT_Сергеева,Сергеева,Author,
AUT_Зинченко,Зинченко,Author,
AUT_Должикова,Должикова,Author,
AUT_Буланова,Буланова,Author,
AUT_Анастасова,Анастасова,Author,
AUT_Макаров,Макаров,Author,
AUT_Мартынова,Мартынова,Author,
AUT_Ильина,Ильина,Author,
AUT_Черникова,Черникова,Author,
AUT_Насырова,Насырова,Author,
AUT_Шевченко,Шевченко,Author,
AUT_Еремина С.А.,Еремина С.А.,Author,
AUT_Бейги,Бейги,Author,
AUT_Осипенко,Осипенко,Author,
AUT_Юшкова Н.А.,Юшкова Н.А.,Author,
AUT_Яковлева,Яковлева,Author,
AUT_Суханова,Суханова,Author,
AUT_Попович,Попович,Author,
AUT_Недоспасова Л.А.,Недоспасова Л.А.,Author,
AUT_Андреев,Андреев,Author,
AUT_Инина В.В.,Инина В.В.,Author,
AUT_Колесникова,Колесникова,Author,
AUT_Тихонова,Тихонова,Author,
AUT_Богатырёв А.А.,Богатырёв А.А.,Author,
AUT_Шмидт,Шмидт,Author,
AUT_Мурашкина,Мурашкина,Author,
AUT_Холодкова,Холодкова,Author,
AUT_Ятманов,Ятманов,Author,
AUT_Кричевский,Кричевский,Author,
AUT_Аруноаст,Аруноаст,Author,
AUT_Ткачева,Ткачева,Author,
AUT_Щербакова,Щербакова,Author,
AUT_Артамонов,Артамонов,Author,
AUT_Провоторова,Провоторова,Author,
AUT_Муртазин,Муртазин,Author,
AUT_Паскова,Паскова,Author,
AUT_Голами,Голами,Author,
AUT_Воронцов,Воронцов,Author,
AUT_Милосердова,Милосердова,Author,
AUT_Рублёва,Рублёва,Author,
AUT_Желтова Е.П.,Желтова Е.П.,Author,
AUT_Гайдаш,Гайдаш,Author,
AUT_Чусова К.В.,Чусова К.В.,Author,
AUT_Шерина,Шерина,Author,
AUT_Азимов,Азимов,Author,
AUT_Храпова,Храпова,Author,
AUT_Романова,Романова,Author,
AUT_Гриншкун,Гриншкун,Author,
AUT_Савченко Т.Д.,Савченко Т.Д.,Author,
AUT_Саламатов,Саламатов,Author,
AUT_Крымова Л.Р.,Крымова Л.Р.,Author,
AUT_Рождественская,Рождественская,Author,
AUT_Жеребцова,Жеребцова,Author,
AUT_Дзялошинский,Дзялошинский,Author,
AUT_Коллегов,Коллегов,Author,
AUT_Есенина,Есенина,Author,
AUT_Швецова,Швецова,Author,
AUT_Филиппов,Филиппов,Author,
AUT_Храброва,Храброва,Author,
AUT_Шейтанова Н.,Шейтанова Н.,Author,
AUT_Соловова,Соловова,Author,
AUT_Пшеничный,Пшеничный,Author,
AUT_Ремболович Ж.В.,Ремболович Ж.В.,Author,
AUT_Касумова,Касумова,Author,
AUT_Донина,Донина,Author,
AUT_Башарова,Башарова,Author,
AUT_Карабанова Е.Н.,Карабанова Е.Н.,Author,
AUT_Вострякова,Вострякова,Author,
AUT_Дилшодбеков Т.Д.,Дилшодбеков Т.Д.,Author,
AUT_Богатырева,Богатырева,Author,
AUT_Бодрова,Бодрова,Author,
AUT_Бурханова,Бурханова,Author,
AUT_Максимова,Максимова,Author,
AUT_Балакин,Балакин,Author,
AUT_Китаева,Китаева,Author,
AUT_Байчорова Х.С.,Байчорова Х.С.,Author,
AUT_Полат,Полат,Author,
AUT_Писарь,Писарь,Author,
AUT_Теплов,Теплов,Author,
AUT_Белаш,Белаш,Author,
AUT_Платонов,Платонов,Author,
AUT_Карлос,Карлос,Author,
AUT_Матухин,Матухин,Author,
AUT_Максименко,Максименко,Author,
AUT_Шелехова Я.А.,Шелехова Я.А.,Author,
AUT_Сальникова,Сальникова,Author,
AUT_Обухова,Обухова,Author,
AUT_Безносюк,Безносюк,Author,
AUT_Гуляев,Гуляев,Author,
AUT_Веснина,Веснина,Author,
AUT_Егорова,Егорова,Author,
AUT_Караулов,Караулов,Author,
AUT_Аврааменко,Аврааменко,Author,
AUT_Игнатович,Игнатович,Author,
AUT_Кочетова,Кочетова,Author,
AUT_Седых,Седых,Author,
AUT_Пыхарев В.А.,Пыхарев В.А.,Author,
AUT_Янгарбер,Янгарбер,Author,
AUT_Булат,Булат,Author,
AUT_Савочкина,Савочкина,Author,
AUT_Корнеева,Корнеева,Author,
AUT_Соменков,Соменков,Author,
AUT_Максютов,Максютов,Author,
AUT_Наргес А.М.,Наргес А.М.,Author,
AUT_Седова Н.В.,Седова Н.В.,Author,
AUT_Чернышенко,Чернышенко,Author,
AUT_Козырев,Козырев,Author,
AUT_Пирнепесова Г.Н.,Пирнепесова Г.Н.,Author,
AUT_Кузнецова,Кузнецова,Author,
AUT_Каляева,Каляева,Author,
AUT_Усольцев,Усольцев,Author,
AUT_Башкина,Башкина,Author,
AUT_Пашковская,Пашковская,Author,
AUT_Лютова,Лютова,Author,
AUT_Стародубцева,Стародубцева,Author,
AUT_Носикова,Носикова,Author,
AUT_Пикрвер,Пикрвер,Author,
AUT_Косарева З.С.,Косарева З.С.,Author,
AUT_Адашкевич И.В.,Адашкевич И.В.,Author,
AUT_Денисова О.И.,Денисова О.И.,Author,
AUT_Островский А.Г.,Островский А.Г.,Author,
AUT_Хэ Я.,Хэ Я.,Author,
AUT_Чалова О.В.,Чалова О.В.,Author,
AUT_Волкова,Волкова,Author,
AUT_Агамалиев,Агамалиев,Author,
AUT_Гарднер,Гарднер,Author,
AUT_Курбанова,Курбанова,Author,
AUT_Чиханова,Чиханова,Author,
AUT_Есионова,Есионова,Author,
AUT_Махмутова,Махмутова,Author,
AUT_Толстель,Толстель,Author,
AUT_Буторина Н.Ф.,Буторина Н.Ф.,Author,
AUT_Огрызко,Огрызко,Author,
AUT_Ходенкова,Ходенкова,Author,
AUT_Антохина,Антохина,Author,
AUT_Черкасова,Черкасова,Author,
AUT_Шульгина,Шульгина,Author,
AUT_Сулейменова,Сулейменова,Author,
AUT_Ершова,Ершова,Author,
AUT_Сентябова А.В.,Сентябова А.В.,Author,
AUT_Еремеев,Еремеев,Author,
AUT_Садыкова,Садыкова,Author,
AUT_Рутер,Рутер,Author,
AUT_Карпова,Карпова,Author,
AUT_Калинина,Калинина,Author,
AUT_Дунаева,Дунаева,Author,
AUT_Барашян,Барашян,Author,
AUT_Мубаракшина,Мубаракшина,Author,
AUT_Рыков,Рыков,Author,
AUT_Гусарова,Гусарова,Author,
AUT_Харламенко,Харламенко,Author,
AUT_Тхи,Тхи,Author,
AUT_Мушкова В.В.,Мушкова В.В.,Author,
AUT_Блинов,Блинов,Author,
AUT_Сорокина,Сорокина,Author,
AUT_Моркина,Моркина,Author,
AUT_Соколова Н.В.,Соколова Н.В.,Author,
AUT_Шисянь,Шисянь,Author,
AUT_Дрейфельд О.В.,Дрейфельд О.В.,Author,
AUT_Трофимова,Трофимова,Author,
AUT_Дзюба,Дзюба,Author,
AUT_Албагачиева Х.И.,Албагачиева Х.И.,Author,
AUT_Маринина Ю.А.,Маринина Ю.А.,Author,
AUT_Кравцова,Кравцова,Author,
AUT_Питина,Питина,Author,
AUT_Галкина,Галкина,Author,
AUT_Соколова,Соколова,Author,
AUT_Фомин,Фомин,Author,
AUT_Бим,Бим,Author,
AUT_Селиверстова,Селиверстова,Author,
AUT_Латышева А.В.,Латышева А.В.,Author,
AUT_Дизон,Дизон,Author,
AUT_Бахтизин,Бахтизин,Author,
AUT_Бузаева,Бузаева,Author,
AUT_Бирюкова Ю.Н.,Бирюкова Ю.Н.,Author,
AUT_Голодков,Голодков,Author,
AUT_Будникова,Будникова,Author,
AUT_Шилова,Шилова,Author,
AUT_Йованович,Йованович,Author,
AUT_Ведикер,Ведикер,Author,
AUT_Коренев,Коренев,Author,
AUT_Немыка А.А.,Немыка А.А.,Author,
AUT_Дрейфельд,Дрейфельд,Author,
AUT_Татарова Р.Х.,Татарова Р.Х.,Author,
AUT_Сафина Г.Ф.,Сафина Г.Ф.,Author,
AUT_Бутина,Бутина,Author,
AUT_Юрасюк Н.В.,Юрасюк Н.В.,Author,
AUT_Селькова,Селькова,Author,
AUT_Карпенко,Карпенко,Author,
AUT_Дробахина,Дробахина,Author,
AUT_Рудниченко,Рудниченко,Author,
AUT_Ситдикова,Ситдикова,Author,
AUT_Ефимова,Ефимова,Author,
AUT_Адясова,Адясова,Author,
AUT_Игнатьева,Игнатьева,Author,
AUT_Самосенкова,Самосенкова,Author,
AUT_Саяпин,Саяпин,Author,
AUT_Султани М.М.,Султани М.М.,Author,
AUT_Ильдуганова,Ильдуганова,Author,
AUT_Ефремова,Ефремова,Author,
AUT_Пуляевская А.М.,Пуляевская А.М.,Author,
AUT_Бахарлу,Бахарлу,Author,
AUT_Байтерякова,Байтерякова,Author,
AUT_Хэ,Хэ,Author,
AUT_Тен,Тен,Author,
AUT_Беликова,Беликова,Author,
AUT_Стеценко В.В.,Стеценко В.В.,Author,
AUT_Костюкова,Костюкова,Author,
AUT_Югова,Югова,Author,
AUT_Югай,Югай,Author,
AUT_Крюкова,Крюкова,Author,
AUT_Пласкина,Пласкина,Author,
AUT_Сергеев,Сергеев,Author,
AUT_Чеснокова,Чеснокова,Author,
AUT_Билалова,Билалова,Author,
AUT_Мушенко,Мушенко,Author,
AUT_Глубокова,Глубокова,Author,
AUT_Новоселова Н.В.,Новоселова Н.В.,Author,
AUT_Сорокин,Сорокин,Author,
AUT_Бондаренко,Бондаренко,Author,
AUT_Эрнандес Я.Д.,Эрнандес Я.Д.,Author,
AUT_Привалова,Привалова,Author,
AUT_Коннова,Коннова,Author,
AUT_Попова,Попова,Author,
AUT_Пашенцев,Пашенцев,Author,
AUT_Бурлакова,Бурлакова,Author,
AUT_Лю Ч.Ю.,Лю Ч.Ю.,Author,
AUT_Амиров,Амиров,Author,
AUT_Рафаэльян,Рафаэльян,Author,
AUT_Платонова,Платонова,Author,
AUT_Мощинская,Мощинская,Author,
AUT_Мухаммад И.Б.,Мухаммад И.Б.,Author,
AUT_Денисултанова В.Д.,Денисултанова В.Д.,Author,
AUT_Юшкова,Юшкова,Author,
AUT_Сивец,Сивец,Author,
AUT_Давудова М.О.,Давудова М.О.,Author,
AUT_Панкрац,Панкрац,Author,
AUT_Аманова,Аманова,Author,
AUT_Белоглазов А.А.,Белоглазов А.А.,Author,
AUT_Сон,Сон,Author,
AUT_Кудрявцева З.Г.,Кудрявцева З.Г.,Author,
AUT_Писарь Н.В.,Писарь Н.В.,Author,
AUT_Дмитриева,Дмитриева,Author,
AUT_Адельшина,Адельшина,Author,
AUT_Александрова,Александрова,Author,
AUT_Кайси,Кайси,Author,
AUT_Стрельчук,Стрельчук,Author,
AUT_Котане,Котане,Author,
AUT_Чернышев,Чернышев,Author,
AUT_Грибовская Н.Ю.,Грибовская Н.Ю.,Author,
AUT_Гончарова,Гончарова,Author,
AUT_Павлов,Павлов,Author,
AUT_Барышникова Е.Н.,Барышникова Е.Н.,Author,
AUT_Мамбетов,Мамбетов,Author,
AUT_Аиткулова,Аиткулова,Author,
AUT_Буторина Н.,Буторина Н.,Author,
AUT_Канатьев,Канатьев,Author,
AUT_Самородова,Самородова,Author,
AUT_Зимовина,Зимовина,Author,
AUT_Копылова П.А.,Копылова П.А.,Author,
AUT_Никитина,Никитина,Author,
AUT_Кожевникова М.Н.,Кожевникова М.Н.,Author,
AUT_Клочихин,Клочихин,Author,
AUT_Пырнова,Пырнова,Author,
AUT_Зарипова,Зарипова,Author,
AUT_Дивисенко О.В.,Дивисенко О.В.,Author,
AUT_Киров,Киров,Author,
AUT_Орлова,Орлова,Author,
AUT_Лукашевич,Лукашевич,Author,
AUT_Ружицкий,Ружицкий,Author,
AUT_Левитан,Левитан,Author,
AUT_Панченко,Панченко,Author,
AUT_Ли,Ли,Author,
AUT_Черепанова,Черепанова,Author,
AUT_Аканова,Аканова,Author,
AUT_Мирошникова,Мирошникова,Author,
AUT_Сергеева О.В.,Сергеева О.В.,Author,
AUT_Чжоу Л.,Чжоу Л.,Author,
AUT_Шалина,Шалина,Author,
AUT_Аббакумов,Аббакумов,Author,
AUT_Кашлев,Кашлев,Author,
AUT_Андреева Е.Г.,Андреева Е.Г.,Author,
AUT_Жаринов,Жаринов,Author,
AUT_Павлова,Павлова,Author,
AUT_Ильченко,Ильченко,Author,
AUT_Павловская,Павловская,Author,
AUT_Ганина,Ганина,Author,
AUT_Хисамова,Хисамова,Author,
AUT_Прохоров,Прохоров,Author,
AUT_Гнеушева А.Л.,Гнеушева А.Л.,Author,
AUT_Анциферова,Анциферова,Author,
AUT_Гаркуша,Гаркуша,Author,
AUT_Дилшодбеков,Дилшодбеков,Author,
AUT_Конышева,Конышева,Author,
AUT_Авраменко,Авраменко,Author,
AUT_Шимкович,Шимкович,Author,
AUT_Воронина,Воронина,Author,
AUT_Хмаренко,Хмаренко,Author,
AUT_Бедрина,Бедрина,Author,
AUT_Гулегина,Гулегина,Author,
AUT_Васильева А.А.,Васильева А.А.,Author,
AUT_Маслов,Маслов,Author,
AUT_Беляев,Беляев,Author,
AUT_Погорелова И.Ю.,Погорелова И.Ю.,Author,
AUT_Щукина,Щукина,Author,
AUT_Усенова,Усенова,Author,
AUT_Насыров,Насыров,Author,
AUT_Трегубова,Трегубова,Author,
AUT_Бегишев,Бегишев,Author,
AUT_Воркачев,Воркачев,Author,
AUT_Файзуллина,Файзуллина,Author,
AUT_Степанова,Степанова,Author,
AUT_Ратников,Ратников,Author,
AUT_Турко,Турко,Author,
AUT_Кузовлева,Кузовлева,Author,
AUT_Гаврилова,Гаврилова,Author,
AUT_Ворожихин,Ворожихин,Author,
AUT_Соболева,Соболева,Author,
AUT_Аксенова Е.Д.,Аксенова Е.Д.,Author,
AUT_Куликова,Куликова,Author,
AUT_Богомаз,Богомаз,Author,
